Uuid,SourceFileName,SourceFilePath,SourceFileMd5,SourceFileSize,CarFileName,CarFilePath,CarFileMd5,CarFileUrl,CarFileSize,PayloadCid,PieceCid,SourceId,Deals/0/DealCid,Deals/0/MinerFid,Deals/0/StartEpoch,Deals/0/Cost,Deals/1/DealCid,Deals/1/MinerFid,Deals/1/StartEpoch,Deals/1/Cost,Deals/2/DealCid,Deals/2/MinerFid,Deals/2/StartEpoch,Deals/2/Cost,Deals/3/DealCid,Deals/3/MinerFid,Deals/3/StartEpoch,Deals/3/Cost,Deals/4/DealCid,Deals/4/MinerFid,Deals/4/StartEpoch,Deals/4/Cost,Deals/5/DealCid,Deals/5/MinerFid,Deals/5/StartEpoch,Deals/5/Cost,Deals/6/DealCid,Deals/6/MinerFid,Deals/6/StartEpoch,Deals/6/Cost,Deals/7/DealCid,Deals/7/MinerFid,Deals/7/StartEpoch,Deals/7/Cost,Deals/8/DealCid,Deals/8/MinerFid,Deals/8/StartEpoch,Deals/8/Cost,Deals/9/DealCid,Deals/9/MinerFid,Deals/9/StartEpoch,Deals/9/Cost,Deals/10/DealCid,Deals/10/MinerFid,Deals/10/StartEpoch,Deals/10/Cost,Deals/11/DealCid,Deals/11/MinerFid,Deals/11/StartEpoch,Deals/11/Cost,Deals/12/DealCid,Deals/12/MinerFid,Deals/12/StartEpoch,Deals/12/Cost,Deals/13/DealCid,Deals/13/MinerFid,Deals/13/StartEpoch,Deals/13/Cost,Deals/14/DealCid,Deals/14/MinerFid,Deals/14/StartEpoch,Deals/14/Cost,Deals/15/DealCid,Deals/15/MinerFid,Deals/15/StartEpoch,Deals/15/Cost,Deals/16/DealCid,Deals/16/MinerFid,Deals/16/StartEpoch,Deals/16/Cost,Deals/17/DealCid,Deals/17/MinerFid,Deals/17/StartEpoch,Deals/17/Cost,Deals/18/DealCid,Deals/18/MinerFid,Deals/18/StartEpoch,Deals/18/Cost,Deals/19/DealCid,Deals/19/MinerFid,Deals/19/StartEpoch,Deals/19/Cost,Deals/20/DealCid,Deals/20/MinerFid,Deals/20/StartEpoch,Deals/20/Cost,Deals/21/DealCid,Deals/21/MinerFid,Deals/21/StartEpoch,Deals/21/Cost,Deals/22/DealCid,Deals/22/MinerFid,Deals/22/StartEpoch,Deals/22/Cost,Deals/23/DealCid,Deals/23/MinerFid,Deals/23/StartEpoch,Deals/23/Cost
de8bc320-96f0-4488-b98a-a88a1e1390a3,fil-test010,fil-test010,,17180886010,QmYowCzcoXxYoxmmib9id4CzUqHvAffFLL6LfseJtgNmCg.car,QmYowCzcoXxYoxmmib9id4CzUqHvAffFLL6LfseJtgNmCg.car,,http://download2.storefrontiers.cn/ipfs/QmXpAg6rjYozVJbShSkaqyQksdJYWPiPFdNy574NvvkTis,34091302912,QmYowCzcoXxYoxmmib9id4CzUqHvAffFLL6LfseJtgNmCg,baga6ea4seaqkz7ihdph7zlq45rv7m75qycqbtrjmt6pz3gxh7ua44iu4aqiv6gi,2,,f01222595,2884952,,bafyreifsagkp755zcxip5m7r462t6dygngyqds5qdj2doawsnx3ptuk7ka,f01222595,2884952,,,f01225882,2884952,,bafyreifskms23b6h27z4y7opw2if3siwsgdtj37ybrg44rybzlrgk73equ,f01225882,2884952,,,f01337533,2884952,,bafyreidrsubjv37pssxqlrtz6ns62xjszny6up36322sk4eu7pn67jupu4,f01337533,2884952,,,f0143858,2884952,,bafyreifh3uzgzdrwnkbfvnaaflk4lneoen4t37sr6mjdql3l7a3szjijjq,f0143858,2884952,,,f0187709,2884952,,bafyreibewaxgetsgorej4t4p4tyomdqkg5t2ubpxzwmwneyvyh4qfh3hdu,f0187709,2884952,,,f01888808,2884952,,bafyreiet7opw53q2iiuy57rntw35wwy6vo2hmwqj4rzhzmcpyfnk3sd7bi,f01888808,2884952,,,f02032191,2884952,,bafyreifkqqjp5lvmjyieuupabigmd5ipfhigz76ozu5ipexhb6fqa5euzi,f02032191,2884952,,,f02301,2884952,,bafyreib5vcle3jyomx7t5ffbu4qa5nn6nxaqwc6z7mcn4zn5sqcrbs6wdq,f02301,2884952,,,f0240185,2884952,,bafyreicggslbgcylvyeyhsxj57w3doy4ltnpwbkzvdnf6nznyah3defcxm,f0240185,2884952,,,f03223,2884952,,bafyreiek7i34fcq4edldn73k5f2gjch3fgr2s5ydcitcaianwwsnz3t4fm,f03223,2884952,,,f0717969,2884952,,bafyreieagztmxdii6ncajxfka4wjhsuwil7q2cap3me5w7ve4pn4qn6lfm,f0717969,2884952,,,f08399,2884952,,bafyreicxro4b6crqchb3hryjgkj7vdloo522h6ow5lsocc5dzqxffjujju,f08399,2884952,
1c7cd1a2-7316-4ed1-a8d7-75a114bd537d,fil-test010,fil-test010,,17180886010,QmQfUCv3nDRaub9qhmVPjPJdxWZFx8B3Ne3hBxHrMsug9F.car,QmQfUCv3nDRaub9qhmVPjPJdxWZFx8B3Ne3hBxHrMsug9F.car,,http://download2.storefrontiers.cn/ipfs/QmYmyHFR7ahiXnt5YJrZSNE21KYNUbMC16w94pwaxNnB7S,34091302912,QmQfUCv3nDRaub9qhmVPjPJdxWZFx8B3Ne3hBxHrMsug9F,baga6ea4seaqfh6ep2mfejqo44c4elfza4sdstr4h5eeh7zk4dk75gujtan2v6dq,2,,f01222595,2884952,,bafyreihn7ux7ouv7s5r7rntcqki24wbtlhydgile2elyozzqs24vig4mim,f01222595,2884952,,,f01337533,2884952,,bafyreiabqcytcjn2zsk3oxzkpoznfi5m7tqjro4qhzmfgbz2mhwwrk5i6m,f01337533,2884952,,,f0143858,2884952,,bafyreicr2dy3tmd6prjsyaunioqeexta3i53etdxbmlcyp3yxtumycnt2q,f0143858,2884952,,,f0187709,2884952,,bafyreiefh3tbnrybpytfglbcjk65n2oqzwsjze555xuv4f7imobspq4gua,f0187709,2884952,,,f01888808,2884952,,bafyreibk7h6shygy5l2zld3ypamrjq47267utfpcevud2w6pnhwnydz54y,f01888808,2884952,,,f02032191,2884952,,bafyreifp4crhpqybiwkythp662o7vcg2hctfb45vng7vi2jz7yzefaqgj4,f02032191,2884952,,,f02301,2884952,,bafyreidqhh2wl6priiyjkjtvffxjl33kh2ctrn4rtppqtsocrire5wdfgy,f02301,2884952,,,f0240185,2884952,,bafyreihdklrga5xexpnial72iwgonbwf3tcvdyo7dwvsq6zyijasby35xi,f0240185,2884952,,,f03223,2884952,,bafyreigw777xipuy4zu2zadtztdes26cadyslsfv5iiu5onz43jhavhehe,f03223,2884952,,,f0717969,2884952,,bafyreiehmdldjcjwzec3sbdeqjzxax2nyb7rolhkktanwayfjvhnxis4n4,f0717969,2884952,,,f08399,2884952,,bafyreifiueljucke5pobeyeugdon5ahjklkqfag3ohf7m3awvc64ezoh64,f08399,2884952,,,,,,,,,
e8a46957-f636-4d33-926f-2c09a7afd30c,fil-test010,fil-test010,,17180886010,QmX6S2s1nPSvPmL2q1qNFvcnZZFe6Q3vEYkGUqSUgU8AhT.car,QmX6S2s1nPSvPmL2q1qNFvcnZZFe6Q3vEYkGUqSUgU8AhT.car,,http://download2.storefrontiers.cn/ipfs/QmdzoRGKbL6ScY4mASWRS2C1bf5NAZa96G6xno5ZErviKe,34091302912,QmX6S2s1nPSvPmL2q1qNFvcnZZFe6Q3vEYkGUqSUgU8AhT,baga6ea4seaqpwnkkiqjdo6gffg4oiinnipvqds6mqhgvdeo6rtlkksijqpyceby,2,,f01222595,2884952,,bafyreiefyrizur5nq5smhi2rai7ben2fbwsf7nqz255dgfc5ycslfqhwhi,f01222595,2884952,,,f01225882,2884952,,bafyreia4q77nc67lvhhihdrcbrdahjysdxzc3jeqwwhcjih2s52tgkc2ge,f01225882,2884952,,,f01337533,2884952,,bafyreiedvijnf3vroqdsdzdpiratw4f4n4b6xs4ppjboejs4gyw3wmn77e,f01337533,2884952,,,f0143858,2884952,,bafyreiarrjlpped4cnioxdl7thix3eui7iwse4fgd5tzriu54bani36ale,f0143858,2884952,,,f0187709,2884952,,bafyreieveahwy2qzo2rdimc2nfozfxj4b2n7puosijv7alq4cj2irgxdbq,f0187709,2884952,,,f01888808,2884952,,bafyreicyhp3gvrzsrf7li64cugfununqcvommtbvsjswsakhpeh4kqywkm,f01888808,2884952,,,f02032191,2884952,,bafyreidoficndjuukfsydw2bplp5dy3xgqwqazsidum25urgaxl6zso66a,f02032191,2884952,,,f02301,2884952,,bafyreigbfk43vaudqslqhly77sesb76ii2s36d63vg5wxn52f6wps3etra,f02301,2884952,,,f0240185,2884952,,bafyreihfcmeekx7ib7djr2eeesu7hr4nsnpualv2hxcohuhyu3vwdm63r4,f0240185,2884952,,,f0717969,2884952,,bafyreiezxlbhxhvqb7h4sogon23yzjiafahzxq7sndwdseqf4vmf253ysu,f0717969,2884952,,,f08399,2884952,,bafyreigafxe2iesf6hc2dmryc6rasrkalnss7vszhhni6455x7an4m2lwa,f08399,2884952,,,,,,,,,
7cef6b52-eeb8-4c8d-ae7b-f7ac95e625d5,fil-test010,fil-test010,,17180886010,QmUcbocv634EXPZAeXd9Vz4xEw1gt74yvRrE3FmBVfvCXq.car,QmUcbocv634EXPZAeXd9Vz4xEw1gt74yvRrE3FmBVfvCXq.car,,http://download2.storefrontiers.cn/ipfs/QmdYJUdfbpTGo35iPb8NKNyJHWTmEKPsYSDjbQxoZx1u3g,34091302912,QmUcbocv634EXPZAeXd9Vz4xEw1gt74yvRrE3FmBVfvCXq,baga6ea4seaqmcayyirxu4tj6wrkfzjjmt5rl7u6ourtp2yeldcmspbbxkf7uabi,2,,f01222595,2884952,,bafyreihpjmxm3umfjch7sag7ece5zvbdcoeypabrsrl6ld6ot3z44nfr3y,f01222595,2884952,,,f01337533,2884952,,bafyreiespkvvk5imtmxdoeij5afhfun5guojpns7ejadgyp5ekgyrjlt3m,f01337533,2884952,,,f0143858,2884952,,bafyreigdnlk3fed5qmlgcg2dsgoi4swm35lt2k5gbjsyk2sl7mho2hgrpu,f0143858,2884952,,,f0187709,2884952,,bafyreichgyz6bgic7d5mmxj4sgp6nbqv7jekwd6uhnmvt5bxb44xis7v3y,f0187709,2884952,,,f01888808,2884952,,bafyreihn3zlplz3h5sipjz3ppnpet2ledk2tpjqwogiayoz7asiydyfpba,f01888808,2884952,,,f02301,2884952,,bafyreicipjfzjqw4pcmsaypo6jkzyu3qonbrvyi5fikaivwqh7pownj4n4,f02301,2884952,,,f0240185,2884952,,bafyreic5yaceaft6njjcl3mx5hfpg5p2sm4u7xgee4u3uwfej6cuhvfybq,f0240185,2884952,,,f03223,2884952,,bafyreid7ressyqxvqnsw7yze25x4phfp4bvt3bix6cwdoggogztdemd5m4,f03223,2884952,,,f0717969,2884952,,bafyreif4qeur6guy7jpksac5yud25duiqnglp7asb6seew6ultk2qkkpui,f0717969,2884952,,,f08399,2884952,,bafyreidvbhhryb6jlp3on4iiffkv2y6nggduf3pmpwbppn2u6c65pgsdji,f08399,2884952,,,,,,,,,,,,,,,,,
e2b7d675-984a-4cdf-9990-36b42a8dbf2c,fil-test010,fil-test010,,17180886010,QmNmvUfSN6p2HaF6Tn1bDtDBjTK8uKy8VeMoYdu4qtnC7u.car,QmNmvUfSN6p2HaF6Tn1bDtDBjTK8uKy8VeMoYdu4qtnC7u.car,,http://download2.storefrontiers.cn/ipfs/Qmd45SyRBJgAfuvRRjuZ8gHnDjvFxcU5BEmPbz7pbYJ8hE,34091302912,QmNmvUfSN6p2HaF6Tn1bDtDBjTK8uKy8VeMoYdu4qtnC7u,baga6ea4seaqcdbiulp4r3qesayuooc5vrwwhm5npsha2hmgabbp6w4ebvsr4unq,2,,f01222595,2884952,,bafyreifu2v46xyp5m2k4gol2sjvimxtmmrrircuz6dlidoybnfij5npixq,f01222595,2884952,,,f01225882,2884952,,bafyreia55y5vysfdnlfbzpy5jqviyq4ermezpyx3ukkfwcro3p3slyxg6m,f01225882,2884952,,,f01337533,2884952,,bafyreihm3bzdque5aiyqf46vq3gx63o3k7rnf7f4hhm3ukizzvj5ef3pmq,f01337533,2884952,,,f0143858,2884952,,bafyreifvop2elncnpfwvkyr2vsyk5aeonpcqofuf6qx4462omtqyf4uvuy,f0143858,2884952,,,f0187709,2884952,,bafyreie3g52gkz6coipybpzfk53lsyuoa7z2sbnca2ptvvxwvzn4lzcjqq,f0187709,2884952,,,f01888808,2884952,,bafyreicx24dy2h25wexlfjea4b6nyx6hjfqyeulchnvcyyapkcliuvim4q,f01888808,2884952,,,f02032191,2884952,,bafyreiekjo5tol253tccfmelj4mqkhibh75icthaexnhjzfdqljdmroruq,f02032191,2884952,,,f02301,2884952,,bafyreihjimyw5akkbvvd4263swipz4tl5xzt7pbvbrucbgn4xb4up6ck5q,f02301,2884952,,,f0240185,2884952,,bafyreifkcpgnxvrysmcwdczunhlhxoyolgqktl2qoezzsy3zn7z53ogbmy,f0240185,2884952,,,f03223,2884952,,bafyreiaq77zsz35n2cj2fugyozjekkl2ycluvicsjebv6sppwyd6m5wkeu,f03223,2884952,,,f0717969,2884952,,bafyreif2rbbmqmdwwyrr35tzfrussvcssgcm5tglop3jwbh3lcm7t54mwm,f0717969,2884952,,,f08399,2884952,,bafyreibdr7rxwcvjdoygp5evfrkn3vmogcqzgecwitguonf7tgiqezmw74,f08399,2884952,
78f13120-802c-4737-8493-ae0aa94eae22,fil-test010,fil-test010,,17180886010,QmSLAQ46omyuMLGxdHWy1FmkiYhVoBSPC6kFNjErwpHu1S.car,QmSLAQ46omyuMLGxdHWy1FmkiYhVoBSPC6kFNjErwpHu1S.car,,http://download2.storefrontiers.cn/ipfs/QmVKhuTasKPGxCYKZKQbRfu4oontVcmQnnQ2bknsMV5Lwf,34091302912,QmSLAQ46omyuMLGxdHWy1FmkiYhVoBSPC6kFNjErwpHu1S,baga6ea4seaqo4iwipnqkswput5y2nojhx4p72rlkucbkas2niiiefydyhwcswdq,2,,f01222595,2884952,,bafyreiaqrofvxzwpovq6bnzflkqhp3lk42fgty33ryeej73przyqnykige,f01222595,2884952,,,f01337533,2884952,,bafyreie2mk6xl7vmamr3gvshpyuccztpi2l6iyttvlo77t5qr46v2dhsu4,f01337533,2884952,,,f0143858,2884952,,bafyreibbqhqwv7waz5sbhvilf65l2mpgi7lplppcojvpblptjd66wux3ya,f0143858,2884952,,,f0187709,2884952,,bafyreifiw7jkgcjxqbc5jcpbbpxxwokgaexuud7zrmcfpuxv7d5dyi5goq,f0187709,2884952,,,f01888808,2884952,,bafyreiamcka4p36ww3bnvpiqfcqzpxng3tgipgdftkpjmpsg26olp4y3fa,f01888808,2884952,,,f02032191,2884952,,bafyreieaiib7xjdd24rfxnf5z3zlpx3wj2e534yjqkfbp37yf4ljdhqioy,f02032191,2884952,,,f02301,2884952,,bafyreien6biqz6fy46vq6tydcpbym4idbvt3hzoabqxvhjdy4sqyyqwiti,f02301,2884952,,,f0240185,2884952,,bafyreifwqds5miwl7ed6xs4wsuzjqrlssxusj7jfg6quqicgatkptmmkom,f0240185,2884952,,,f03223,2884952,,bafyreihweqz5rfukpu223kqozydsawu3konbn2vsb7bd6bwm6rbicmbv3u,f03223,2884952,,,f0717969,2884952,,bafyreibmq6r7pnv5yuh5j46qaozfcsf2qqismcfhbxcrhhwyc4ke6le3ti,f0717969,2884952,,,f08399,2884952,,bafyreig74g5pi7iimwe5z7yogmuumeiwkveerzwksfhgaslnrjrg3oqu4i,f08399,2884952,,,,,,,,,
1b069518-44d7-4ad5-8922-23fe93fe1621,fil-test010,fil-test010,,17180886010,QmVmLiJqhvZEkSPaY6fUKbMEjjjRB9kUVEpZ1rYidTz3QV.car,QmVmLiJqhvZEkSPaY6fUKbMEjjjRB9kUVEpZ1rYidTz3QV.car,,http://download2.storefrontiers.cn/ipfs/QmNQPbbzUcekqLfC4YuJNx6GdwcLFpThswDEyy6WL42D1i,34091302912,QmVmLiJqhvZEkSPaY6fUKbMEjjjRB9kUVEpZ1rYidTz3QV,baga6ea4seaqccb3ua7rqh4vazor5azj2lps77dqfx3t5xlmssk7f5jyqfpbsohq,2,,f01222595,2884952,,bafyreidpje34wfujef4wc2ulyws6giguhylkvjiimkbpc2emufiynxitke,f01222595,2884952,,,f0143858,2884952,,bafyreih3lueguqzvs3zgpqomgfqpjga5ximqelchwr2eszhmd4oghpodgi,f0143858,2884952,,,f0187709,2884952,,bafyreifyhwtuzqki3ifggqyt7kocmjzt67g4wva26hfazdfc7o5ix2rmkm,f0187709,2884952,,,f01888808,2884952,,bafyreia5exmxxf2buuhsdjgdb7yp2f5sueq3atr6svbuabkilxnuzc77uq,f01888808,2884952,,,f02032191,2884952,,bafyreigkv2tejpv5jf7lffq5v4eh75unlnaoipsplqhkclw4kh4zwkgkim,f02032191,2884952,,,f02301,2884952,,bafyreie3qzhp3rkm4ib7r7zpuld2hsmegeyme2d4mhzev6jqvcjvraelgq,f02301,2884952,,,f0240185,2884952,,bafyreico5pabpiezsoj2w6bwnhf73vketrlpwpml6a3fk7tjz4bcb36ysq,f0240185,2884952,,,f03223,2884952,,bafyreihzfskbwlrrphwkzkl6thifwwcwn7ejy6nrruvqb5llkhj6ly3wrq,f03223,2884952,,,f0717969,2884952,,bafyreibxsxmurn63i4nzoksrbb7sn2t4jagauiuufxstgtq5eylaigdkuq,f0717969,2884952,,,f08399,2884952,,bafyreifyxpfmgsolakq4wtadnl5zoflchqlbtlzkkxrfjs6qqhn2upcqke,f08399,2884952,,,,,,,,,,,,,,,,,
c55aaa8a-cc82-403e-aef8-64c50452ed0f,fil-test010,fil-test010,,17180886010,QmV4RBaFFRdqyTK46r9sYWD8T4wsZAowUoT1PcAwy3dj89.car,QmV4RBaFFRdqyTK46r9sYWD8T4wsZAowUoT1PcAwy3dj89.car,,http://download2.storefrontiers.cn/ipfs/QmNmbqR4HpJqS6iB5i4MeYGg3yWwVLJ8KHcrXAtJ3MHYD7,34091302912,QmV4RBaFFRdqyTK46r9sYWD8T4wsZAowUoT1PcAwy3dj89,baga6ea4seaqizxco5jfjnplung65zayhnlcduyynuk4cakqvwhmh3uwtzuc6siq,2,,f01222595,2884952,,bafyreigknf5wbe5xgnno6fu2l2kawtqzsommi4wlghnjnemmhuja6mqapm,f01222595,2884952,,,f01337533,2884952,,bafyreifv3ysgi7r4lr7elqubour3hjn464qghko3hxyiyenh7kiz4d6cyu,f01337533,2884952,,,f0143858,2884952,,bafyreiav3gfsycac22jazc7qsmebifg44ssyuxa7ywdbowyybajpx7fsry,f0143858,2884952,,,f0187709,2884952,,bafyreib2zl5hxzlfe6sa3ytfxj2dc2vp77cottiyeqwm3nzwnhy5yxpn5m,f0187709,2884952,,,f01888808,2884952,,bafyreifxewvo7x2n4a7rkdaw2b25qovw4eecdqvfwpx6d7wesg7yuasf4e,f01888808,2884952,,,f02032191,2884952,,bafyreibi7g3intzcbnenpuu366lo5qfd5i65osiw2auz2buudmdnuwrhoa,f02032191,2884952,,,f02301,2884952,,bafyreig2dvhut7p4bvlzuozzyszss7fwnwb54g5yluntz5ghazf34ryjha,f02301,2884952,,,f03223,2884952,,bafyreifl7mny73c5hu7svpn5tr6o53jicfsd5vtxi4e45cytqyczz4xp5m,f03223,2884952,,,f0717969,2884952,,bafyreifhqxts6kitjr2naecozpxdi4fptt2yhkmcpspxgmpa6c6mqx6mm4,f0717969,2884952,,,f08399,2884952,,bafyreicyunyoadwiltkesgemz2z2ehrt37exqm4ugzkqu5oaxk4nqlesai,f08399,2884952,,,,,,,,,,,,,,,,,
99f95641-72da-46ac-ac34-de9da17850d4,fil-test010,fil-test010,,17180886010,QmakjrjYbkDF6N5cemHw63H98oNXUdtCGY6r4rqrH1DV8x.car,QmakjrjYbkDF6N5cemHw63H98oNXUdtCGY6r4rqrH1DV8x.car,,http://download2.storefrontiers.cn/ipfs/QmZxkK3zEiqw3yqSPcvd3gTXDaUmDCpQSRR3rxB3jRuBNc,34091302912,QmakjrjYbkDF6N5cemHw63H98oNXUdtCGY6r4rqrH1DV8x,baga6ea4seaqaktoc2c7igfdffe5qfdnze6du3den3dmkcgykxfmqeyyrrjdpani,2,,f01222595,2884952,,bafyreidcwuspisvkgdspyuh4kat4cbhqxqbmwy26p5i3735tlmwzhyklwu,f01222595,2884952,,,f01225882,2884952,,bafyreifplqn2jh3nulf6qwhsrksylnao3ivd3icpk7twltvpcji4zzvi5y,f01225882,2884952,,,f01337533,2884952,,bafyreibifn7nk3nl4przqsedyhgixpnovanz4f76y4lovchnfyn4ib4zkm,f01337533,2884952,,,f0143858,2884952,,bafyreigrw5zbtuybbzobk5l3wq2hrefyxlsvkridn43minjxp47hvhqimu,f0143858,2884952,,,f0187709,2884952,,bafyreigys6zz66g6cmcub5ri3xjgeqvlplk3oyrt4xcixd7nsdvqzi56zu,f0187709,2884952,,,f01888808,2884952,,bafyreiabafibmcfjpn43pw4pbammf5l33qgia2oczyht2blfdayp55att4,f01888808,2884952,,,f02032191,2884952,,bafyreibiusz45iax35gfnbs72xc5kkwawifkioulvmvuqsmnfgpdx5goqy,f02032191,2884952,,,f02301,2884952,,bafyreicr7p5247oezcgouxik7cssn6ikv44dlk5krkyfevpe2uf6abnppa,f02301,2884952,,,f0240185,2884952,,bafyreibfmaklrz4xti67dx4ua3e4caiw2r3uutkhyvttzkvyrydzll75oy,f0240185,2884952,,,f03223,2884952,,bafyreifmaxqovydotqjilxehywyk4b5dsbiqzz7oa2jkkt4ysay3gkgkse,f03223,2884952,,,f0717969,2884952,,bafyreieolufa32ev4lahmkaskvrcurfzszzq5ebs652bt54zuvkwnic66i,f0717969,2884952,,,f08399,2884952,,bafyreid2l3u6cqh7copxw2tzeuwcnx5mj636zkaebkdaokukudtmsydrni,f08399,2884952,
9fa2dd1c-58af-4d74-9973-0503874bb1bc,fil-test010,fil-test010,,17180886010,QmcPfwv6G9692vruWUvvJ9xWrT8frLbBktKtL1Qvwsyk7q.car,QmcPfwv6G9692vruWUvvJ9xWrT8frLbBktKtL1Qvwsyk7q.car,,http://download2.storefrontiers.cn/ipfs/QmZpRMe1NzunoJVVTceFFGXwtSEDkyhn7dTYng9gvNshh2,34091302912,QmcPfwv6G9692vruWUvvJ9xWrT8frLbBktKtL1Qvwsyk7q,baga6ea4seaqkm5zgctyyo2jqlhiwlqt25u4i3sy7fb3xla4f76twkrgd4gjuaoq,2,,f01222595,2884952,,bafyreicz4psoxdbl36rluruv4m56jjb2aexsd656kqa6wirwyroldb56pm,f01222595,2884952,,,f01225882,2884952,,bafyreifzr64p6sxqqdauxl5grw2praxrdf73xwiutvz3fugbm5elxciqyi,f01225882,2884952,,,f01337533,2884952,,bafyreidkbrevcsm5uoy7som2r2stfbde5m2ar5minflbrsdjpjhnuwbtjm,f01337533,2884952,,,f0143858,2884952,,bafyreiam7cb5sawbitso2wwuwud5uaafmtdmy6uis36b3g5ifssbpxn2ha,f0143858,2884952,,,f0187709,2884952,,bafyreib2ycpekqbkueaeu5a6ih6gaopjzr5wqhawzi4wcm4omnvew7iooy,f0187709,2884952,,,f02032191,2884952,,bafyreifh3ywzogar3bm5b2zt5xxjxku64n3cvy3n4izyqvsacok4detl4m,f02032191,2884952,,,f02301,2884952,,bafyreiapcme5cqh5xehwxccp6lxpulzcqakcg73yyzzwgvem4tbikwupty,f02301,2884952,,,f0240185,2884952,,bafyreie35pe2becdwbapvjl26ovnwliq4bjtunbdhw2ox322ks33jmvy2e,f0240185,2884952,,,f03223,2884952,,bafyreifpjxdsr4agaiomdclpioglmojs52moxjvrnfedlzqniijnr5jdzu,f03223,2884952,,,f0717969,2884952,,bafyreiafssei57tyexlhnsb3fvoidlj52b2ckadf7mhtmggcazwrtknwqy,f0717969,2884952,,,f08399,2884952,,bafyreie2h4qdarva4qnohec5fsbmwvn3gmlwg4hg2hsdilg44aygedtglu,f08399,2884952,,,,,,,,,
d4ffaad1-3fb8-4900-b56d-768daa380346,fil-test010,fil-test010,,17180886010,QmddJyw3qUys5iogvSBzo4F7b8DNPwtfMFuk6kxNqWXD1r.car,QmddJyw3qUys5iogvSBzo4F7b8DNPwtfMFuk6kxNqWXD1r.car,,http://download2.storefrontiers.cn/ipfs/QmWLCXoLBQWGWwTQX5gF4C4R5qVL9HvRmep3NnrdLn14Da,34091302912,QmddJyw3qUys5iogvSBzo4F7b8DNPwtfMFuk6kxNqWXD1r,baga6ea4seaqefrm7bitsfx6dqpsadrztln5gyezvheuyhugwsmc6n5h54iceijq,2,,f01222595,2884952,,bafyreicyuxrujpwpsoghboiztezmytieofx4ocz7evyu5n5kbw63kgljvq,f01222595,2884952,,,f01225882,2884952,,bafyreibpzrcuvmeuzuabe5kjs6sqnz43mmsdni7rwo7tfon77csfjwbqqm,f01225882,2884952,,,f01337533,2884952,,bafyreianjvdxudbseacdl4fcq2lj73cn75ksqd2aoqrxhrvlctpph7zjuu,f01337533,2884952,,,f0143858,2884952,,bafyreic6eydjy35ypdxtr34htrmg3h4p5xmd4x2qousutq67fhpxd5t62u,f0143858,2884952,,,f0187709,2884952,,bafyreidibwodqxe77gmkdfd7stvrn5dcqlnnibu4fpyqwkt3drrf27z2li,f0187709,2884952,,,f01888808,2884952,,bafyreie75ppxoipwa3weopvbyn2odbk6e6exxveb7cv2qkafrwb6k47et4,f01888808,2884952,,,f02032191,2884952,,bafyreidvourebenwbwyvguokgommccg4pjpr6mzqyy443nrlucwlzokvmy,f02032191,2884952,,,f02301,2884952,,bafyreifsajebr7tf3jzihpukanvae5m2arrx2fvmtjgtzbmjd4ph7pwsca,f02301,2884952,,,f03223,2884952,,bafyreiew6lil7jlx32uts4eaja5m2naxmwxffhwuqktogig5zyukkwstzi,f03223,2884952,,,f0717969,2884952,,bafyreibzx5jp2pgu32qj6e55mmwa6q3jhnrqchc3ep7s5sbqxbdsf26jia,f0717969,2884952,,,f08399,2884952,,bafyreiglectkt3g4o4y43ukt7ecwj7hpirimz5t46vcdennhzto5ngtqnu,f08399,2884952,,,,,,,,,
