Uuid,SourceFileName,SourceFilePath,SourceFileMd5,SourceFileSize,CarFileName,CarFilePath,CarFileMd5,CarFileUrl,CarFileSize,PayloadCid,PieceCid,SourceId,Deals/0/DealCid,Deals/0/MinerFid,Deals/0/StartEpoch,Deals/0/Cost,Deals/1/DealCid,Deals/1/MinerFid,Deals/1/StartEpoch,Deals/1/Cost,Deals/2/DealCid,Deals/2/MinerFid,Deals/2/StartEpoch,Deals/2/Cost,Deals/3/DealCid,Deals/3/MinerFid,Deals/3/StartEpoch,Deals/3/Cost,Deals/4/DealCid,Deals/4/MinerFid,Deals/4/StartEpoch,Deals/4/Cost,Deals/5/DealCid,Deals/5/MinerFid,Deals/5/StartEpoch,Deals/5/Cost,Deals/6/DealCid,Deals/6/MinerFid,Deals/6/StartEpoch,Deals/6/Cost,Deals/7/DealCid,Deals/7/MinerFid,Deals/7/StartEpoch,Deals/7/Cost,Deals/8/DealCid,Deals/8/MinerFid,Deals/8/StartEpoch,Deals/8/Cost,Deals/9/DealCid,Deals/9/MinerFid,Deals/9/StartEpoch,Deals/9/Cost,Deals/10/DealCid,Deals/10/MinerFid,Deals/10/StartEpoch,Deals/10/Cost,Deals/11/DealCid,Deals/11/MinerFid,Deals/11/StartEpoch,Deals/11/Cost,Deals/12/DealCid,Deals/12/MinerFid,Deals/12/StartEpoch,Deals/12/Cost,Deals/13/DealCid,Deals/13/MinerFid,Deals/13/StartEpoch,Deals/13/Cost,Deals/14/DealCid,Deals/14/MinerFid,Deals/14/StartEpoch,Deals/14/Cost,Deals/15/DealCid,Deals/15/MinerFid,Deals/15/StartEpoch,Deals/15/Cost,Deals/16/DealCid,Deals/16/MinerFid,Deals/16/StartEpoch,Deals/16/Cost,Deals/17/DealCid,Deals/17/MinerFid,Deals/17/StartEpoch,Deals/17/Cost,Deals/18/DealCid,Deals/18/MinerFid,Deals/18/StartEpoch,Deals/18/Cost,Deals/19/DealCid,Deals/19/MinerFid,Deals/19/StartEpoch,Deals/19/Cost,Deals/20/DealCid,Deals/20/MinerFid,Deals/20/StartEpoch,Deals/20/Cost,Deals/21/DealCid,Deals/21/MinerFid,Deals/21/StartEpoch,Deals/21/Cost
be118182-6f88-4c23-b3b4-c5efa041bfad,fil-test010,fil-test010,,17180886010,QmRai9KmsZai6MUe2edsQuiysanUwPyD7T2R4CHKaon73F.car,QmRai9KmsZai6MUe2edsQuiysanUwPyD7T2R4CHKaon73F.car,,http://download2.storefrontiers.cn/ipfs/QmV2eoyHNgcrXwXQ8fwFqVvmQnAza8hWtPXUxoWBQ9NTht,34091302912,QmRai9KmsZai6MUe2edsQuiysanUwPyD7T2R4CHKaon73F,baga6ea4seaqh5aq75dbbmgmkjkf2t3ofu3fi4fssunxfzry2bbylhgg767du6oi,2,bafyreic3jwfbgwzii6jtroz4rsh2qrxjdjkyx6c2tvoe3xxxcle6trrgi4,f01222595,2887395,,bafyreibs3x5krfda5dqiuap4da7mqzxqt3s2tzcfvlnpdxi34nofycapiu,f01225882,2887395,,bafyreiep7uerahbkphcar3i6fg36trx24ydkh2pi5xmqxu6gnzac326d2i,f0143858,2887395,,bafyreic5llsj3hcauwo3wivh6h3k2yclnqmvffx2fxdtyjhyf2c6t55otm,f0187709,2887395,,bafyreievwwv3pgnsxwlcpz2jlydkxtakvnvstwadiqtrh5abpcjjoik4ci,f02032191,2887395,,bafyreiar43rx6waf3mivjhzpe7w474357ugrecslbhttle2qivd375xpwm,f02186655,2887395,,bafyreiggy7rl26mgzxe5gtnb7dai43l76xrnhpw5qjlyrwhz2gpdoafjry,f02301,2887395,,bafyreidorqcej7r2bxbzcbwx7srr3d3ss47x4toxawnm6w4mqutmnogdd4,f0240185,2887395,,bafyreia576bmutpkywpbttgz2shmznc2a3lbs5nl6mcoka6dg4gunmqj3e,f03223,2887395,,bafyreiepanreyx43c6xenqyt7p2oehtl5vmc6cilbwtug7d74w2pc6dacu,f0466405,2887395,,bafyreibqnyyw7tyoivuejnmi6wsjkldo6cojg7erzpf7c5rfwus2sg7asq,f0717969,2887395,,bafyreicudjdyrejpo6ydar5muv5xouf4d3k6pppfzej3us3lwv27wcf7xa,f08399,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e22e48ae-ef28-4d2b-ab36-3c62038be05b,fil-test010,fil-test010,,17180886010,QmbqRzwYjGVJL7MEChft9QauMfYUd6YbQ6PbA1GjipnVSx.car,QmbqRzwYjGVJL7MEChft9QauMfYUd6YbQ6PbA1GjipnVSx.car,,http://download2.storefrontiers.cn/ipfs/QmPJg7aUG7uu5HAxg3EM6RtuUvXTWUtNyEee4C7KC8B9M3,34091302912,QmbqRzwYjGVJL7MEChft9QauMfYUd6YbQ6PbA1GjipnVSx,baga6ea4seaqho6c6lh5owfbef5kbibaonlvyyxlybi6y7g6u33ywkehfy7cyepq,2,bafyreicypudb3otwfrgnrb63ptkzzrjzdax6sjrd3jz5mso2l2xsm3ylui,f01222595,2887395,,bafyreifxdmw7ud6rxhblipizanpv7raoydazk5qqhnrf5ylegop7h75sde,f01225882,2887395,,bafyreifw4memthr2rbldqxnxrkzlx7veicsuchlfxusqgofxktfoj5cdze,f0187709,2887395,,bafyreifoirv4qlq4s7tt3ndasm3htotgeb7hcxkopbukvwyqmlvvlu3eea,f02032191,2887395,,bafyreih46beilw5anztb7il6w27cid3hf2bkefvmism6o77bo5dyjbtiry,f02186655,2887395,,bafyreiaj74lgzoysnezxobzjxkwmbhpwzxnyj7t5xrbpse2rt2eohuefkm,f02301,2887395,,bafyreigb2zy3p4ean7l55bvu2nnzm7lbyufgco5gu4d3ujzlivshkn5g4i,f0240185,2887395,,bafyreieymmguvoipypn5j25ftvypwk7pycsrojdoiniqcgovdeyuhwveru,f03223,2887395,,bafyreifjzcohz3mvpt4stsuoq6kahq5v2tvzmibbl5vpvjrlwlbidhj4h4,f0466405,2887395,,bafyreihhwnuvwa4v7ih2cn4hdjhg55jecqwgz6zyr5i456ssser275egnm,f08399,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21e6f999-99d5-4b8a-886a-eff6df06b31b,fil-test010,fil-test010,,17180886010,QmQQgGc6tmUqC3phSwHMonQdAa8MpCbLLUKiASWWFjEaaw.car,QmQQgGc6tmUqC3phSwHMonQdAa8MpCbLLUKiASWWFjEaaw.car,,http://download2.storefrontiers.cn/ipfs/QmaxoVeefFrC6t1ce88BTKp2EsH9fuYWXbd4Etzc9YXwQ9,34091302912,QmQQgGc6tmUqC3phSwHMonQdAa8MpCbLLUKiASWWFjEaaw,baga6ea4seaqkmlpzf7aggyyfax3vdcs5vzhfbluzu3vo7yopdcjzddpcdjingaq,2,bafyreiaaoaoc7xop6nhnyhl2tcwhu6aarfjhbmczwoh3wu62rpl7uys6ly,f01222595,2887395,,bafyreigwdqs7omzeqenu5ekdnh3ktffddsrxzqpfdlsdciehg5vognwczu,f0143858,2887395,,bafyreidxs73ib3sail5bjczfuf7nnsjdl3wggtgo5jzinzfd75xsr3xnoi,f0187709,2887395,,bafyreidltt32ewcyyptrc4vb72uffpctjmuolpa5aor3rvftgcu7jz3wpi,f02032191,2887395,,bafyreici4mzdl6g52ozdh7nwgk66wiim4guqynsezcb4ptlskjknd5csse,f02186655,2887395,,bafyreibvth3eigmbczle23ijjduzsettbnwpmjjgcxyddzgswwzkctjonm,f02301,2887395,,bafyreieu3wgey2yctzmvixsmi6a2ntevl2m6pafagkuezeyt5qzxa7n3pe,f0240185,2887395,,bafyreiamadlpuynevtsdir3n6ykthdhpf7gpv5qbaz47upok6kby7h6k7u,f03223,2887395,,bafyreic6dbm56rvzxo7k72s42ew5s5ynird7ofuv3vrpcbdfu4u63lsbni,f0466405,2887395,,bafyreieaokpujrobf6icpbbkushncshm6njxcscfn2ki77ey67h6g3rvty,f0717969,2887395,,bafyreiczuc2p5ef7t475l3vg5wyrudbywel3xdxp7wet4ambrq53o6seam,f08399,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d806202-a148-41a5-a747-9c47b99f7cd7,fil-test010,fil-test010,,17180886010,QmcgGguQWuBcBuGq84vYAB1FfPrJ6F8Xds8pRBugPw6ng4.car,QmcgGguQWuBcBuGq84vYAB1FfPrJ6F8Xds8pRBugPw6ng4.car,,http://download2.storefrontiers.cn/ipfs/QmU2uw9dR9f2eKR64CAFxCGfBFCgCTs5dAnpQCTM3ugnrG,34091302912,QmcgGguQWuBcBuGq84vYAB1FfPrJ6F8Xds8pRBugPw6ng4,baga6ea4seaqew6xfmh4tccfxoteomj2egdwhiwinid7yjo4l5grdbapyjmumghi,2,bafyreieikkikg5czakgsvdgo2tixeyqpk2iwg7sl7rlmruy6pny54hqyjm,f01222595,2887395,,bafyreicrecqcew2bzwkrtlcllyjm3nfrdaday7t5kitpc6lyecrse47d7i,f01225882,2887395,,bafyreiebgudhadx2j5vc6kulwzd2x7cfcnbbszhebaoqehruodpvuaw75a,f0143858,2887395,,bafyreiexkismywvq2azlqzxdisxocrmkblomzhgk5fytvw3ooljqxxzr2e,f0187709,2887395,,bafyreidiuenfynbeepajqnqqcf723pnmjnwlsk7zmyfwfc3wt6tbmmj5qq,f02032191,2887395,,bafyreie6zz3vptr6arb5bmpwozugcsp54xi2tf472sraemv7sneumchccy,f02186655,2887395,,bafyreibxlhciwy3nhpbbvqdl47uplnjch6n63omwa5cdfpbjwv6xrwssni,f02301,2887395,,bafyreiekhpcxbomcgzxtga5wbdinaxs2i56qbbriasj4fsds6c5gyn7j4a,f0240185,2887395,,bafyreib3tehbdlclfzbj26mkaric5tia6zo2axznijyoxjwtt4wghq2x7q,f03223,2887395,,bafyreievqc6l7sgaz23zqdtgls7sg5eqvlnstz5fjj5eng5xj4ttpdcyiq,f0466405,2887395,,bafyreiafyoguaqh7a62366qynfaytudzdp6gfubel4m4xzzqujb6wped7u,f0717969,2887395,,bafyreicqqtqea5fsgxwhrtwt6on6p7by6fdhvzgrkujhdghq73ckhl6afa,f08399,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edb9e154-248f-4684-a95d-8dc01f6d7ea7,fil-test010,fil-test010,,17180886010,QmQjhzz8shLNP8w6oRoWBKgwGb9aQ6GqP8rVusLJx5y8Vz.car,QmQjhzz8shLNP8w6oRoWBKgwGb9aQ6GqP8rVusLJx5y8Vz.car,,http://download2.storefrontiers.cn/ipfs/QmdDQNCor1oRScEU97M7bMpXYWfgd8f2XgEwSoUR1TNHe6,34091302912,QmQjhzz8shLNP8w6oRoWBKgwGb9aQ6GqP8rVusLJx5y8Vz,baga6ea4seaqk5lggncbcwu5ggnbpsshwilbnw5ry3v5jp5kyuq6a4g26skir2ma,2,bafyreidie34lyid2rutfwyszgavwrkoist2xcazds3lvg73ph73w4xt66u,f01222595,2887395,,bafyreib6m6qmbgdbjscmuxjwjedh6yapiucmzqz5z6akemhqbeojjptfvy,f01225882,2887395,,bafyreicf3v67z763ovrdehcrzcnccfna3h25yo2ij5yh3j2o6im63z7cxe,f0143858,2887395,,bafyreieqs7mo7qgpoz5ltal3to33g52i23krb35d7kx7xofwlf4o6ykr4y,f0187709,2887395,,bafyreibmp3nydutjetnmhua4fvx6ptp2nse74lzllttwsipmci32vhwe5a,f02032191,2887395,,bafyreibycanohlaxrcokn4dug2usq5l2qinocaprzoz6he5u7oa3yubi5m,f02186655,2887395,,bafyreifzmwbw3c2hlu2wjqhtfi7yyr3bbrncfrsyko3pdip7xd43wgxgqy,f02301,2887395,,bafyreiarte64tfja7gazjpjlqx5vdtt7e6qkb6b5jiydximzkt2lvmp5nu,f0240185,2887395,,bafyreihq6eahpyimwkdbgczjliwnstv5svz5lynvai2u62ftresojeyikm,f03223,2887395,,bafyreihyok3n5hwkf7csrxc36uzw54yzyqeuyepfgqcqsqd2zpb7zghjau,f0466405,2887395,,bafyreibfmnpke57ergbmlicq3g6fb3hsk4y4e5ee4gtoh7bs6kesjypnmq,f0717969,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244de807-7dce-4a56-9d76-1c8bc6deb19e,fil-test010,fil-test010,,17180886010,QmSBvg1dRv3amGvapPrYzHrC25FF68Bu9bpAciVLoqJ6CM.car,QmSBvg1dRv3amGvapPrYzHrC25FF68Bu9bpAciVLoqJ6CM.car,,http://download2.storefrontiers.cn/ipfs/QmSTowqyizwNty8KhGmubeTaaUWZY8gfMJSkLUqz7fN2i8,34091302912,QmSBvg1dRv3amGvapPrYzHrC25FF68Bu9bpAciVLoqJ6CM,baga6ea4seaqea6gr754sgf4hf4by6mvt42ykzl4j32k5tdoe2jeg4wmplr6bgoi,2,bafyreibjsmpsmgrebrmgnlzkwxznkxidosqferrcpwraoi32pep73jgmey,f01222595,2887395,,bafyreid3dix3vwtn7zbkbvhnoxqhnbpxt6vvsfq5b6xsopexrdwq4e5kbu,f01225882,2887395,,bafyreidwtyqfaussxd7ijalaze3h3nai2vpye6wh6cai6az5s4eabmappu,f0143858,2887395,,bafyreigp5krra3a2k2jnfgkjdem5qxuqozungzxegtir7vecprmcukzvbi,f0187709,2887395,,bafyreid2tvmfq6coh6nj4ivwpb5z5x24q5s6vvmjp73di3gcry4b63w3su,f02032191,2887395,,bafyreigmszhc23dc3tqpqrvuimq6llo6ekr2o3arcc7rzhoifzvenjqfzy,f02186655,2887395,,bafyreieowvuld4x6afnx7ie64noa3btqcjjll3k67hgxrmozjuuu3cdgza,f02301,2887395,,bafyreiccku7xjlsepemdfrbpe254ul2ozm46dj6tlmqczk4xqqszdwxlhq,f0240185,2887395,,bafyreifrlqyy6dhy67ph3qln5djemudvtopw45f746qsuyzftt6jqq4mva,f03223,2887395,,bafyreibyray7fe4m2lny2okqknrajsbm4ffgk23ugpd2vu5r2gkg6vi7ee,f0466405,2887395,,bafyreiaac5klh7q4r2vvzx3k2pypplrvxb4q6outiob75lextci5qtufwm,f0717969,2887395,,bafyreigm7fle6uc6da3anmyqcof5vbjuet2xgj5jjs4fuswq3ekjzhx3jq,f08399,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c277926-b1ad-441b-a97c-c449b1ce3737,fil-test010,fil-test010,,17180886010,QmVHC644Ne2rJCzhoPiFScn8mxncC2E4cPyc4L4wCu17Db.car,QmVHC644Ne2rJCzhoPiFScn8mxncC2E4cPyc4L4wCu17Db.car,,http://download2.storefrontiers.cn/ipfs/QmVuajRzsqSUBiRsMGCnQ7u2jbGX8MDfaPjpPtb7XnfZKN,34091302912,QmVHC644Ne2rJCzhoPiFScn8mxncC2E4cPyc4L4wCu17Db,baga6ea4seaqjbqbsncog6eatvx4f5jxhpytohqyqpn4q6azdvtdzb4wpwsdukca,2,bafyreiertypnnjz6vx6cz4mao4sjkw74rl77ovvfwuxwum5id6vpphbs4u,f01222595,2887395,,bafyreiakjihbip6utj2ifogogk2jlgjvoyepx5goxlleggvcbstzttypda,f01225882,2887395,,bafyreihlstfjhcr4pofvhd5m2jvkpfwwakvgji7k5vuquxusvnwfyd3aha,f0143858,2887395,,bafyreidokfw75objacucoq7wm77pt5qbun7vbw3g7cjy6bbcfks4dmbjq4,f0187709,2887395,,bafyreiasvvd24le5jt5thlkjvq2t2aixexdzhd2dxjjwafvoxivojnghdu,f02032191,2887395,,bafyreibg4e3yiypx5rpojrwjj37sccoqjmnlw4qa4xuhlp7uqbawbum24m,f02186655,2887395,,bafyreibcyl4g6panofu3uogew3xkjgckhj3asskqgiodjus5evvkgfcypa,f02301,2887395,,bafyreih56z7grcmefnfn6mbaocfa5mjbkadnsrpi7nxpwuiwzkcbio7heu,f0240185,2887395,,bafyreicx3imrrr5e7a2qlblhzpmfzgg3lwdmlwsjomzfvh4w3hhgwm4gyy,f03223,2887395,,bafyreiagg6kiqhdlvsev3d64aelflavh6i67dkldt2d4p4roxxfkvb55gi,f0466405,2887395,,bafyreigoqmtcsy4cih3yiblbhxk4rhx653uc65jxfnuaeqcvy7wy5a7whu,f0717969,2887395,,bafyreicjdxqm3wl4a6r4vpwltyanqvnzu2ypx6yu7qiz3njlxgiv35544y,f08399,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d35a8ce-1ddc-4a60-9de0-1bd427460e8e,fil-test010,fil-test010,,17180886010,QmSbsFSC4RbCc473xAPHZXUUjeAYCnhEEirdqpCfH4kFMN.car,QmSbsFSC4RbCc473xAPHZXUUjeAYCnhEEirdqpCfH4kFMN.car,,http://download2.storefrontiers.cn/ipfs/QmWf8ktNWE5w8STVz5SiacRTBtiMHjiHkGwE6FdHUTfMXx,34091302912,QmSbsFSC4RbCc473xAPHZXUUjeAYCnhEEirdqpCfH4kFMN,baga6ea4seaqdio3d5bpnthzhbjrverpg3k5amcavyifu54lzmayyfq7poy5g4ga,2,bafyreihmfcsqky675mzlwb5le67lef6cdq362zrgt3xteuzdwgggmxv7zy,f01222595,2887395,,bafyreifqfickt55bdufn2xc2mjipyxogahlqcbi43rw3oioey7uq2ddb4m,f01225882,2887395,,bafyreibvly6gofeicyee7lxsahxt2rfopyx2nrutj53wism24org22tbjq,f0143858,2887395,,bafyreicu34pduhmfa5objjvirfhlaqirpgx6b5vbadj6wecerxq5rq5l6u,f0187709,2887395,,bafyreihgttbbkspwfqv5fcbcnfgaizq4v4tdasbr5iejxaoqfqzswbdhpi,f02032191,2887395,,bafyreiesk2yflhq7gzhg6bfjqoo3qmutbm3dlw3ninspmbglo5spxjcccy,f02186655,2887395,,bafyreideknpiwnongt66nfj55h3oykj6rvu6rawnreipjwz4peweinhu44,f02301,2887395,,bafyreifuhho33jdlexrsbdjyhtvgrqy6apbhi2lpjbrzfxiur2idvyemui,f0240185,2887395,,bafyreicnwlnidlhfegpqvoztasiqtgcjqhvxdijtwpbmdp42wnj4xar3vm,f03223,2887395,,bafyreiceljyu76662j7z7pz5jzbtlkkxreygtez2kn2vjep5ah4vdfcapy,f0466405,2887395,,bafyreiapljis5x4nbjbchpua5u5zcfaefwyv4uynsc33ovekiu73yfsqnm,f0717969,2887395,,bafyreidroxjema775b7i5mivxdugcn2x7ph5idw7vceg5vb3qvso4gmna4,f08399,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a714c378-0798-4d01-be40-d63e27edb0ff,fil-test010,fil-test010,,17180886010,QmQXnN8aSSEkEKMEw3vUwo9QVo8YTB332gXR6HExUYxSK8.car,QmQXnN8aSSEkEKMEw3vUwo9QVo8YTB332gXR6HExUYxSK8.car,,http://download2.storefrontiers.cn/ipfs/QmcHP1q6iL9JLrG44Nx8npssifFTEpDNShQCKWSdpUMSNa,34091302912,QmQXnN8aSSEkEKMEw3vUwo9QVo8YTB332gXR6HExUYxSK8,baga6ea4seaqpseixuvveb52enmjbspedxuu4zqb36umgy5pljvqnndnlluoqioy,2,bafyreib3xd4gcuwh7345umb53cki7pzrabnqwq76t2ptpk42tepy7nj3ji,f01222595,2887395,,bafyreibusdjf54dl3tt6slouxmndg6wg5hoioen6yicrp5bz7nlu7tjw5y,f01225882,2887395,,bafyreigvucn6x5hzu45unpleqzlrx4gsfq23rwbxedhhbhnny552j3c6ly,f0143858,2887395,,bafyreigekwjxxieanqfsxyuimprzs63i6mwsn2lk5qs3o7he6hrcoaphdy,f0187709,2887395,,bafyreibscroipsksaooh24q7w2ttbyywzhculp36c6s4ydzwvzexkx2jqi,f02032191,2887395,,bafyreib2tlssnfevybol76rvdziglfqjtnklyl5y5uhzyet55rikvksvsu,f02186655,2887395,,bafyreiamk27gcycmg64ubdqwff37rn5nlrs6t33svy5oehilb6k5ff5zf4,f02301,2887395,,bafyreicfzt2erewhaiyasvqg5vcatogbacinrpxc63ytdqnnass6a7v4p4,f0240185,2887395,,bafyreihnthzguvbv4tru3dntyjkui4pf4zsdqdxiiwwqsppmgj4f36bssi,f03223,2887395,,bafyreidoznfo3mgytz2jberq27vdsb7c24oyrtq5nnzgohfgnalvn26foy,f0466405,2887395,,bafyreib4bgyakm74ymog34gr7pkjfsscpnzvngw6u2ccwzknakc3y667qi,f0717969,2887395,,bafyreidpofo6bxafsetbsnzdntr3m2j2ofp3bwgvtqusbdewzkfvo6w2za,f08399,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61e4c5d9-a717-4861-96be-a20c950370f3,fil-test010,fil-test010,,17180886010,QmSE6tqkX6u1di7CY99RzXbCwLMDWTGoy4gZCzMqjbr6Jq.car,QmSE6tqkX6u1di7CY99RzXbCwLMDWTGoy4gZCzMqjbr6Jq.car,,http://download2.storefrontiers.cn/ipfs/QmTBqpLP1SV254RkMYkwEkmsJ7QewM2MUkrhrXYJvA2cjr,34091302912,QmSE6tqkX6u1di7CY99RzXbCwLMDWTGoy4gZCzMqjbr6Jq,baga6ea4seaqeouvqdte6a3w2ryx4qrh6x36wlteujnfydcossja4p5guuvjtgki,2,bafyreigmjcswmyu654fnp2luvzcsnl2nttviposebopmpzjovkqubmagpe,f01225882,2887395,,bafyreibibwhqm5jrzhtvc3en3x32l6ry2pyv5eqyb3p5so3kwvw6puvlqa,f0143858,2887395,,bafyreiea7kwrtpky4esutomrswhfahehx5bwqlanepxs5rwe54mis4zddu,f0187709,2887395,,bafyreifrpovr3yhdo5at7tg5oqpxfbjssnfho5drgtmkbscihttb7dk5bu,f02032191,2887395,,bafyreibt2bf55p45yf42zhvnqrabsbw4kve3qflxncuv345e6qdicy7sdi,f02186655,2887395,,bafyreids3xj2q3udsggqil4mrqw4v62toqmahiojihslifdcdymzv2p2qy,f02301,2887395,,bafyreifanrz4ol3p7kvvhqj7ew6aoyrc62s7vzvcoqzeeel3kvqahpchty,f0240185,2887395,,bafyreic6rp6xzhmig2oqdh53bfofled6edal3okrz4xidi5kyfwfmj533a,f03223,2887395,,bafyreic64d5rns73yf2ulqlrxmroj4wf52h7kup26vrfdf5dr6ow6qliem,f0466405,2887395,,bafyreiamrqbdkvebnqtlknuuex6oqcovubsrdkdw3s5a3p734ckns2mpqa,f0717969,2887395,,bafyreiayflfomc76tdcdnozmnugem2sbd6x55fwt2vgqhrj6aaepr4aosa,f08399,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5f438392-93bb-4f5e-b1a5-6ab8d28432c5,fil-test010,fil-test010,,17180886010,QmPTZ37WpRSWQD8duEsCDvNQ4DmWAUZRhvEzQAzBhB2Cyw.car,QmPTZ37WpRSWQD8duEsCDvNQ4DmWAUZRhvEzQAzBhB2Cyw.car,,http://download2.storefrontiers.cn/ipfs/QmSoErV1E7EmwNABf26Tii9vhffPA7BFeTVCRFDPeaJD2F,34091302912,QmPTZ37WpRSWQD8duEsCDvNQ4DmWAUZRhvEzQAzBhB2Cyw,baga6ea4seaqo5nmckqmi37wpzf3xpynfxsdpbotlw3lw3ytfthspbk2o44qmmci,2,bafyreicjugiguz67bx5yypyyyta47c3p4c3ccgvdpvv5vpcd2jxdfo3r4a,f01222595,2887395,,bafyreifsijyiirced3c5i4ay7ih4calf6te5xxqxeksvlsbfzbmeejziua,f01225882,2887395,,bafyreihbcexjtyjkxkvbtfhvvjq7xrzhkc6ucyomekxp3gkpohgkcnhszy,f0143858,2887395,,bafyreie7yrjnvciiyeypj2fnoodczdyerfxzlmupunzbqyt7o7fzlfbetq,f0187709,2887395,,bafyreiemz6bl5tgjvpjdkeeu3n27vmmv3edg5r3s5whq2utslapjpsov6m,f02032191,2887395,,bafyreid7d4w4q2tffxxumylhv4vxjtklbjv2zxmyul22socvtk3sgmoosy,f02186655,2887395,,bafyreig36jxxp4ipch27yacrbksig4btxdisij4nvb7cvsf5bcm47uoliy,f02301,2887395,,bafyreihr4w2a7l6xhnb5ximsyvbp3iorkq2qtgjbjieewljilbfxqqtrjy,f0240185,2887395,,bafyreigdr4xqtfitpawtoq7n54lrcscgajbpsc55rredcbe7ddyprf4qnu,f03223,2887395,,bafyreic7tdwr53z6xznakwu2cpovbwsiiox53b24rkcycijlu22ycqefdq,f0466405,2887395,,bafyreiejpyxtamq4evypbdo7ptknbhur6mwxrjsxur4gfoqkauiybt6vgm,f0717969,2887395,,bafyreicndyftevz5qwxb5y5fyrssvftc42mseme4lf2q7abwfi56d674zy,f08399,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a540b22-ab2b-45c5-bc1d-8903e0fee4a4,fil-test010,fil-test010,,17180886010,QmTuXbKZkRW4C61p5HangmvVNsn7Cgth5qXtzNxhpUoZ1C.car,QmTuXbKZkRW4C61p5HangmvVNsn7Cgth5qXtzNxhpUoZ1C.car,,http://download2.storefrontiers.cn/ipfs/QmSw4E3bTSLwRKvesjKwqQvZP1udTTyEvboj7hbkBVoDD2,34091302912,QmTuXbKZkRW4C61p5HangmvVNsn7Cgth5qXtzNxhpUoZ1C,baga6ea4seaqguebu3hrkgdup3ckljtzhj3fr7f2cccfxspn3k5glzuzigsnocda,2,bafyreihiqtgv6fldj3jeop2whkwun7mizne2i3ntbmwlr2dzkcgw3xburm,f01222595,2887395,,bafyreidovtsvmptnb6227gvjnbtx2kc2ju5wfjywraonxghy3h6ndk3xnq,f0143858,2887395,,bafyreifherqgsj6arrczhtii5nzbota242gcuyscaihqzslq3pg6sqll5i,f0187709,2887395,,bafyreiblanp3aiz3r6tlrvjhkzk2lfyopff5ddbgfasespokzi6ick5mh4,f02032191,2887395,,bafyreibrl7szcjfrichzb77oohaja6qczz2ypi4zoelfdnfwtrxx5ju5wq,f02186655,2887395,,bafyreibq74oa5ltwkr7bsicnhxy4u36t5l4ici2od42jnwquv22pkvxgjm,f02301,2887395,,bafyreieq4ds4gfmdynkbjkhuq4eny6wc7jvlc4lpnp2u64gpvqoihhmkh4,f0240185,2887395,,bafyreiga55tth4xxtgawl6cqv7q5givm3yb6o4hagw6kf7gycb2onzvk2e,f03223,2887395,,bafyreidti6u7x7fo4dx6eu5gssfx2gu43mcpcfck64jg5d5ni5hrhsn2da,f0466405,2887395,,bafyreia2exex37tteqyoh7x57vvp265ejngq2w37brp3niw6yfhwuwesyq,f0717969,2887395,,bafyreia6tmveaip25prhtz6cpzgnxzbdwdhlpwpzuebq3dhcgmue5rgrfa,f08399,2887395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
