task_uuid,source_file_name,car_file_url,car_file_size,miner,deal_uuid,start_epoch,piece_cid,payload_cid
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQhqN6zqiCwrwMjhDJL8rk9THfpHVsebZkFZKKa3A226k,34091302912,f0717969,bafyreifgfntxq6kyklfn4na2ghnye7xq4ftdcmypxfxlxypywgwkzlquxq,2852593,baga6ea4seaqflkxtp5heibwxqjbp54u3qid4t3rwhz2ncpcdp7rvglxilvlqsay,QmXD27Up6FP2FAXtZkLWjUBdtmuTAfGSNWgxusuEN1WfHk
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQhqN6zqiCwrwMjhDJL8rk9THfpHVsebZkFZKKa3A226k,34091302912,f01390330,NULL,2852593,baga6ea4seaqflkxtp5heibwxqjbp54u3qid4t3rwhz2ncpcdp7rvglxilvlqsay,QmXD27Up6FP2FAXtZkLWjUBdtmuTAfGSNWgxusuEN1WfHk
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQhqN6zqiCwrwMjhDJL8rk9THfpHVsebZkFZKKa3A226k,34091302912,f010088,bafyreibjo4ooqs7clbnldq2mxaj63kxqwpnklkmamhxky4q7cnwjyehn6q,2852593,baga6ea4seaqflkxtp5heibwxqjbp54u3qid4t3rwhz2ncpcdp7rvglxilvlqsay,QmXD27Up6FP2FAXtZkLWjUBdtmuTAfGSNWgxusuEN1WfHk
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQhqN6zqiCwrwMjhDJL8rk9THfpHVsebZkFZKKa3A226k,34091302912,f01691327,bafyreie54caa6yty6ukrizec6eh26gkxkpdzar3hfl2lj7ordxclnjocva,2852593,baga6ea4seaqflkxtp5heibwxqjbp54u3qid4t3rwhz2ncpcdp7rvglxilvlqsay,QmXD27Up6FP2FAXtZkLWjUBdtmuTAfGSNWgxusuEN1WfHk
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQhqN6zqiCwrwMjhDJL8rk9THfpHVsebZkFZKKa3A226k,34091302912,f0466405,bafyreihuyszfbz5p2gtmmcfywmz7idod23h33lcdvf44cna7is7olqu4lq,2852593,baga6ea4seaqflkxtp5heibwxqjbp54u3qid4t3rwhz2ncpcdp7rvglxilvlqsay,QmXD27Up6FP2FAXtZkLWjUBdtmuTAfGSNWgxusuEN1WfHk
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQhqN6zqiCwrwMjhDJL8rk9THfpHVsebZkFZKKa3A226k,34091302912,f01888808,bafyreieanj35idbsb4nivojyxxhcm3cobtsnr6jqur7seobafzsvlb2zca,2852593,baga6ea4seaqflkxtp5heibwxqjbp54u3qid4t3rwhz2ncpcdp7rvglxilvlqsay,QmXD27Up6FP2FAXtZkLWjUBdtmuTAfGSNWgxusuEN1WfHk
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQhqN6zqiCwrwMjhDJL8rk9THfpHVsebZkFZKKa3A226k,34091302912,f08399,bafyreihbkbudfzrxseb24cqks3eupnbdyzny4gu2gzd7rorp2i6kb4op6a,2852593,baga6ea4seaqflkxtp5heibwxqjbp54u3qid4t3rwhz2ncpcdp7rvglxilvlqsay,QmXD27Up6FP2FAXtZkLWjUBdtmuTAfGSNWgxusuEN1WfHk
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQhqN6zqiCwrwMjhDJL8rk9THfpHVsebZkFZKKa3A226k,34091302912,f0137168,bafyreifq6x4dhzzt74lu5kxhhtecwr5f7hoi7j36e45ywca6bfccg6f5um,2852593,baga6ea4seaqflkxtp5heibwxqjbp54u3qid4t3rwhz2ncpcdp7rvglxilvlqsay,QmXD27Up6FP2FAXtZkLWjUBdtmuTAfGSNWgxusuEN1WfHk
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQhqN6zqiCwrwMjhDJL8rk9THfpHVsebZkFZKKa3A226k,34091302912,f01907556,bafyreiektpal7lvyngejsaplze6kqzj4xkjg4kyn7xqy22zviioweoeb2u,2852593,baga6ea4seaqflkxtp5heibwxqjbp54u3qid4t3rwhz2ncpcdp7rvglxilvlqsay,QmXD27Up6FP2FAXtZkLWjUBdtmuTAfGSNWgxusuEN1WfHk
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQhqN6zqiCwrwMjhDJL8rk9THfpHVsebZkFZKKa3A226k,34091302912,f01398391,bafyreic7kgneqt4qhwsc2yacq46iv7phh6nhnaaahkjw6regnlwzeec7hm,2852593,baga6ea4seaqflkxtp5heibwxqjbp54u3qid4t3rwhz2ncpcdp7rvglxilvlqsay,QmXD27Up6FP2FAXtZkLWjUBdtmuTAfGSNWgxusuEN1WfHk
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f0717969,bafyreiee6x67k34kkb4z5drrjkxloujkitxwcf4ylgz6uein63x3ldz3yi,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f0466405,bafyreibl6q3l36cgqrw6jnfqivlpnn35kjypdf7jdg4qrghqyddd5gqkku,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f01390330,NULL,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f01907556,bafyreihg54fayrwblctcsmzttaeoqjsjvk242tfkehjznsiib34zqqwznu,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f01337533,bafyreia2cmfovwgyowqdapww3g4hy3ybrxnfpdd56thydskrfer5xqdp3i,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f01888808,bafyreif7vykj42ipkzooxkqtcbhqejt7wvojq3chstteole54nx5et4zpi,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f0137168,bafyreigzjiacr5plocl427c4xnhauarx4g4nimnfo7caqhtbe35coxb7c4,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f03223,bafyreig2qx4cu7deicbjgfegky4af4vb2hycozqhswfgzmri2eh74plgei,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f01222595,bafyreid4m5dpvh735oqzdsyn72yh67tlw4xnbvyni3akyh3hznzm6s7d5u,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f01225882,bafyreigji6lswuvj3kceredunzotgjqyohqsfkzp5gmv2r546d56x76qhq,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f01163272,bafyreihgv7ax2inzapz6y73nkwmkdn6ciqvdhoknnekbic6y75zbvedkfa,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f08399,bafyreieicm2cob42vsgxtgiahnyaztsjglvdam2gtqmnfyuczx5va2pkya,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f0240185,bafyreiddt6nk5jyj3rbuk7pshsqjxviblfluzwwe2opppq6szbzcoi66jm,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f01691327,bafyreie4xok3spqrge6h5q7g3ust6ibx7avbvutwyx7svxt67moh2v5hk4,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmQsAoTNECEdE2hUq3AScgqTxkzsA8CRX1vY6Xt2gK5F6S,34091302912,f010088,NULL,2852593,baga6ea4seaqmbsv34myfmomzogzwdmasdl2ezwfrsjwhzjtmiyuwttjtfcw24cy,QmWEwh7rnM5WzGTCDdwfRMtFAJiRUGernYGgWGBBbADhy2
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f08399,bafyreific4grnyzbibwmafdy4mbdhmv2zmu4aophosabwvrmrzxmle7fym,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f01907556,NULL,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f01888808,bafyreigrqtd6pkz26cyorrwbzcvsibweqwb6hjmycj4n6pvhuc2v6wsmqe,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f01222595,bafyreifawq5gv5meybad3ujp45mikwcwwaweezvmpjlkp76jvmud5wvi2i,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f0137168,bafyreibj4546k72p3wcp7ummzdedi7bnnj7lmrfrbbzte5ga2bk6zlmf3i,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f01390330,NULL,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f01691327,NULL,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f01398391,bafyreidgzndnjizgm6yjzgijj44qdk5rxeb2vqfof7twn2hfyoshcqmwhu,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f0143858,bafyreig5yhxego67gwiq3grbec3rpwasriyxhr25san6wihcppz4iunwyq,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f02301,bafyreihz5ewijr66phsohdpb3decsfvbnolke7uqw2mbfsljmfxy74zbey,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f0466405,bafyreibohfnoosbf3mqhhx3i2u7xy6cpqzkvwmzvxeb4dpsk3347lxssmu,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f0717969,bafyreie4efu2rzsvpfqiqw5hwayltm37koaikoio5jtnuibaxt3qbzrwyq,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f0240185,bafyreihxkgkaloyfxjecmjzhjrg6yuwzl4m5sdjbeenwhf3bwslqmkda5m,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f01337533,bafyreigtt35endolzc7gjvlajc3srwuuu6nniq53kxbbtgz6exlwvqf7im,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmTQdaUEj7uDqWKpCFiWUzo6RZhQT5Zu6QY52XbNC7YTXi,34091302912,f010088,NULL,2852593,baga6ea4seaqgm4zgkc47w2x2xm2xdpugkxk2kvx75oxkwjhlxddgj7vvvvxfudq,QmRjA72XPsMFSrSi9opCgrbbYs4CtKsWmMv2rRVsqM5aas
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmP3jeMp6xZgoxoiVxN1WogdrTQa8tPV43KX37HjgwYhYg,34091302912,f0137168,bafyreiandarzvcknut6xfm5nmntmoasmc4nplanss2oxcpjvkqiyag56em,2852593,baga6ea4seaqhdu33fxsbaemlw5fplzucyzuqvytwrhpfaclwi55cqrneltoymga,QmTxzr7jeq6ryvzEXiMDP4Fsi8wem3hf4uVwdi2j1a5vtU
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmP3jeMp6xZgoxoiVxN1WogdrTQa8tPV43KX37HjgwYhYg,34091302912,f0240185,bafyreigb22o2myqie7h7ltaoz6gow6d4rlzopx5rhfv3kc6a7pqj6m4ism,2852593,baga6ea4seaqhdu33fxsbaemlw5fplzucyzuqvytwrhpfaclwi55cqrneltoymga,QmTxzr7jeq6ryvzEXiMDP4Fsi8wem3hf4uVwdi2j1a5vtU
dadabc4c-c140-4842-bce5-d040d4e2fd0c,20230504,http://download.storefrontiers.cn/ipfs/QmP3jeMp6xZgoxoiVxN1WogdrTQa8tPV43KX37HjgwYhYg,34091302912,f01691327,bafyreibftlxij5lbsbh3exhrbm4qlkrzj25opxfoz6yecjlrmjt5vz5y5u,2852593,baga6ea4seaqhdu33fxsbaemlw5fplzucyzuqvytwrhpfaclwi55cqrneltoymga,QmTxzr7jeq6ryvzEXiMDP4Fsi8wem3hf4uVwdi2j1a5vtU
